size_m2,location,year_built,num_rooms,near_main_road,water_available,electricity_available,record_year,rent_price_rwf
115,Kacyiru,2004,5,1,1,1,2026,976210
388,Gacuriro,2002,2,1,0,1,2021,1299563
249,Kicukiro,2002,4,1,0,1,2025,1074358
213,Kiyovu,1999,4,1,1,1,2021,962687
252,Kanombe,1999,3,1,1,1,2021,236903
364,Nyarutarama,1997,6,1,1,0,2023,1773039
287,Gacuriro,2009,4,1,1,1,2023,1509671
266,Gisozi,2001,5,1,0,1,2023,616368
30,Kiyovu,2006,3,1,0,1,2022,433281
214,Kimironko,2008,3,0,1,1,2024,563693
277,Kanombe,2022,6,1,1,1,2025,1038910
334,Kimihurura,2011,4,0,1,0,2025,1494629
50,Kiyovu,2009,3,1,1,1,2021,490300
32,Gacuriro,2011,3,0,1,1,2022,693490
171,Gisozi,1999,6,1,1,1,2023,880244
114,Kicukiro,2009,4,1,0,1,2021,351370
373,Kiyovu,2020,1,0,1,1,2024,1466559
88,Gisozi,1995,1,0,1,0,2022,159399
162,Kimihurura,2020,3,1,1,1,2022,938291
212,Gacuriro,2010,6,1,0,1,2026,1977523
97,Kimihurura,1998,4,0,1,1,2025,889068
315,Gisozi,2004,1,0,1,1,2026,631738
185,Gisozi,2005,3,1,1,0,2025,679917
90,Kacyiru,2017,5,0,0,0,2023,590469
277,Kicukiro,2011,6,0,1,1,2022,566190
303,Nyarutarama,2024,6,1,1,1,2022,1748853
349,Kimironko,2020,6,0,0,1,2022,881108
123,Kimihurura,2009,2,0,1,1,2021,562220
77,Kimihurura,2001,5,1,1,1,2024,822117
383,Kimihurura,2024,5,1,1,0,2022,1366538
263,Kanombe,2018,4,1,1,1,2023,592949
48,Gacuriro,2008,6,1,1,1,2026,1558922
202,Kacyiru,2023,5,1,1,1,2021,766794
149,Nyarutarama,2022,4,0,1,1,2024,1403965
48,Kiyovu,2017,4,0,0,1,2021,433009
275,Kiyovu,2018,1,1,1,0,2021,840092
355,Kimihurura,2011,4,1,1,1,2021,1223987
361,Nyarutarama,2014,5,1,1,1,2026,2847604
241,Kiyovu,2024,4,1,1,1,2022,1344447
376,Kimironko,2016,2,0,0,1,2026,1170704
151,Gisozi,2012,5,1,0,1,2023,662611
82,Gacuriro,2006,6,0,0,1,2024,1078989
70,Kanombe,2001,1,0,1,1,2026,235219
68,Kacyiru,2021,2,1,1,1,2023,407540
227,Remera,2000,6,1,1,1,2024,1102894
160,Kanombe,2023,5,1,1,1,2024,415710
365,Nyarutarama,2020,4,1,1,1,2024,2144961
381,Gisozi,1997,5,0,1,1,2021,701901
268,Kimironko,2021,5,1,1,1,2021,661304
150,Remera,2010,3,1,0,1,2024,746134
278,Remera,2013,2,1,1,1,2021,667739
377,Gacuriro,2022,1,1,1,1,2021,1124328
330,Remera,2001,2,1,1,1,2021,929334
101,Kanombe,2022,6,0,1,1,2022,421324
264,Kimihurura,2000,4,1,0,1,2021,757802
203,Remera,2009,4,1,1,1,2021,604715
114,Kiyovu,2013,4,0,1,0,2024,878002
345,Gacuriro,2024,4,0,0,1,2024,1786907
110,Gacuriro,2016,2,0,1,1,2022,725221
40,Nyarutarama,2017,3,0,0,1,2026,724807
329,Nyarutarama,2003,2,1,1,1,2022,1238396
393,Kimihurura,1995,5,0,1,1,2021,1338479
65,Nyarutarama,1997,5,1,1,1,2022,809780
65,Remera,2008,6,1,1,1,2021,493488
118,Remera,2024,5,0,1,1,2022,868233
291,Remera,1998,4,0,1,1,2021,727287
360,Kacyiru,2007,1,1,1,1,2023,980393
160,Kiyovu,2010,5,1,1,1,2022,1181353
174,Kimihurura,2007,6,0,1,1,2025,1365062
354,Kicukiro,2020,1,1,1,1,2025,1099993
335,Gacuriro,2021,1,1,0,1,2026,1940390
338,Nyarutarama,1996,5,1,1,1,2024,2069729
232,Kanombe,2017,1,0,1,1,2025,607444
160,Kimironko,2016,2,1,1,1,2023,625024
97,Nyarutarama,2001,1,0,0,1,2026,618342
311,Kimironko,2001,6,1,0,1,2025,1307275
257,Nyarutarama,2006,4,1,1,1,2022,1529942
175,Kimironko,2015,1,1,1,1,2026,883173
362,Kacyiru,2013,3,1,1,1,2021,958982
373,Kicukiro,2017,3,0,1,1,2026,951743
78,Kimironko,2022,5,0,1,1,2022,384613
344,Remera,1995,5,1,1,1,2025,1588421
316,Kimihurura,2012,3,1,1,1,2022,1241629
44,Kacyiru,1995,3,1,1,1,2026,619480
338,Kicukiro,2001,6,1,0,1,2025,1222065
357,Kiyovu,2017,1,0,1,1,2022,1264467
161,Gisozi,2020,3,0,1,1,2022,523175
371,Kanombe,2024,3,1,1,1,2026,946073
387,Kimihurura,2003,1,1,0,1,2022,1150977
107,Kimihurura,2012,4,1,0,1,2024,972889
187,Kimihurura,2008,4,0,1,1,2023,957253
283,Kimihurura,2015,6,0,1,0,2022,1029635
158,Remera,2005,1,0,1,1,2024,515683
155,Kiyovu,2020,5,0,1,1,2025,1252792
219,Kicukiro,1999,6,1,1,0,2022,555881
311,Gisozi,2013,4,1,1,1,2024,886195
69,Kanombe,2010,4,1,1,1,2023,482257
219,Kiyovu,1995,4,1,1,1,2021,1100955
258,Kacyiru,2007,6,1,1,1,2024,1326214
192,Kicukiro,2017,4,1,1,1,2024,591505
323,Gisozi,2007,6,1,1,0,2025,1057492
282,Nyarutarama,2016,2,1,1,1,2022,1392272
240,Gisozi,2002,5,1,1,1,2024,745674
126,Kimironko,1998,5,1,1,1,2025,884814
262,Kimironko,2011,2,1,1,0,2025,889473
64,Kiyovu,2016,1,1,1,1,2023,708869
151,Kacyiru,2007,4,1,0,1,2021,584143
317,Remera,2003,1,0,1,1,2026,1231287
336,Kicukiro,2014,6,0,1,1,2022,857804
196,Kicukiro,2016,4,0,1,1,2024,647803
342,Kacyiru,2024,2,1,1,1,2025,1301552
338,Kicukiro,2004,6,0,1,1,2024,1023176
317,Gacuriro,1998,1,0,1,1,2025,1425771
277,Kiyovu,1996,5,1,0,1,2026,2009550
235,Kimihurura,2010,2,1,1,1,2026,1406337
199,Kiyovu,2002,1,1,1,1,2021,566116
131,Kiyovu,1995,4,0,1,1,2021,833469
194,Gisozi,2008,5,1,1,1,2021,478765
335,Kiyovu,2013,2,0,1,1,2026,1665323
164,Kimihurura,2010,1,1,1,1,2026,1091802
236,Kanombe,1999,6,1,1,1,2021,522956
140,Kanombe,1996,2,0,1,1,2021,239475
371,Nyarutarama,2017,6,1,1,1,2023,2294129
223,Kacyiru,2016,2,1,1,0,2025,996875
264,Kiyovu,2022,1,1,1,1,2026,1640232
276,Kanombe,2004,1,1,1,1,2021,280346
102,Kimihurura,2014,3,1,1,1,2021,627874
365,Kiyovu,2002,4,1,1,1,2025,2021681
85,Kicukiro,2014,5,1,1,1,2022,514702
143,Gacuriro,2012,1,0,1,1,2021,417007
359,Kacyiru,2016,1,1,0,1,2024,990098
105,Kicukiro,1997,4,1,1,1,2024,425127
199,Kicukiro,2001,5,1,1,1,2025,904228
178,Kimihurura,1997,1,1,0,1,2024,745743
224,Kimihurura,2024,1,1,1,1,2024,1102228
70,Nyarutarama,2017,5,1,1,0,2024,1104224
30,Gacuriro,2003,3,1,1,1,2023,564772
128,Kacyiru,1997,3,1,0,1,2025,644942
196,Kicukiro,2024,1,1,1,1,2022,450887
42,Kicukiro,2020,5,1,0,1,2026,545220
135,Kacyiru,2018,2,1,1,1,2024,762036
162,Gacuriro,2019,6,1,1,1,2023,1492070
137,Kimihurura,2012,4,1,1,1,2024,1114971
121,Gisozi,2015,2,1,0,1,2021,306116
197,Nyarutarama,2014,6,1,1,1,2026,2351773
166,Kanombe,2003,6,0,0,1,2026,587878
36,Remera,2016,6,1,1,1,2022,708124
50,Kimihurura,2016,5,1,1,1,2025,1010632
252,Kanombe,2018,4,0,0,1,2022,453565
337,Nyarutarama,2024,1,0,1,1,2023,1430200
284,Gacuriro,2016,3,1,1,1,2021,1068412
205,Gacuriro,2022,2,0,1,1,2024,1085821
220,Kiyovu,2004,5,0,1,1,2025,1770515
238,Nyarutarama,2000,1,0,1,1,2025,1250053
283,Kimihurura,2018,5,1,0,1,2021,1033732
122,Kanombe,2018,3,1,1,1,2026,416805
213,Kanombe,2006,6,1,1,0,2026,724199
235,Remera,2000,3,0,0,1,2024,764522
259,Gacuriro,2006,3,0,1,1,2023,1117326
88,Gacuriro,2002,4,1,1,1,2021,664642
113,Kicukiro,2020,5,0,1,1,2023,526140
145,Kiyovu,2015,5,1,0,1,2024,1283467
173,Kacyiru,2006,2,0,1,0,2025,469206
369,Remera,2008,3,1,0,1,2024,1262355
100,Kicukiro,2000,6,1,1,1,2023,604536
40,Kicukiro,2013,5,0,1,1,2022,367522
253,Remera,2012,2,1,1,1,2025,1078547
352,Remera,2016,4,1,0,1,2024,1347953
249,Kacyiru,2008,2,1,1,0,2021,357192
112,Remera,2005,1,1,1,1,2026,792685
242,Kiyovu,2005,1,1,1,1,2025,1620364
387,Kiyovu,2012,5,1,1,1,2021,1553690
234,Kanombe,2020,4,1,1,1,2026,808022
43,Kacyiru,2020,2,1,0,1,2024,583213
204,Kicukiro,1996,1,1,1,1,2026,516850
85,Gisozi,2018,5,1,1,1,2023,663737
112,Kicukiro,2002,3,1,1,1,2026,736659
65,Kiyovu,2001,4,0,0,0,2026,560097
365,Nyarutarama,2006,3,1,1,0,2023,1782150
74,Kicukiro,1995,5,1,0,1,2021,356607
185,Gacuriro,2012,6,1,1,1,2022,1314745
135,Gacuriro,2019,3,1,1,1,2022,1059498
388,Kacyiru,2012,4,0,1,1,2025,1451704
194,Nyarutarama,2006,2,0,1,1,2021,785018
380,Nyarutarama,2016,4,0,1,1,2025,2327509
62,Kiyovu,1997,3,0,0,0,2026,578073
292,Nyarutarama,2017,3,1,0,1,2024,1744262
174,Nyarutarama,1998,5,1,0,1,2026,1666193
304,Kiyovu,2011,4,0,1,1,2021,923913
282,Nyarutarama,2019,4,0,1,1,2024,1637199
49,Kimironko,2018,1,1,1,1,2024,321425
297,Kimironko,2008,3,1,1,1,2021,706174
275,Gacuriro,1999,2,1,1,1,2025,1503185
123,Kanombe,2004,3,1,1,1,2025,735505
310,Gacuriro,1999,1,0,0,1,2024,1268583
396,Kimironko,1999,6,1,1,1,2023,1214597
118,Kiyovu,1999,4,0,1,1,2024,1095425
337,Nyarutarama,1995,1,1,1,1,2023,1362950
35,Nyarutarama,2015,3,0,1,1,2022,707116
194,Kacyiru,1999,3,1,1,1,2026,1012031
62,Kicukiro,2010,3,1,0,0,2021,70000
63,Kimironko,2002,1,1,1,0,2022,201511
83,Kanombe,2008,5,1,1,1,2024,412126
149,Kiyovu,2020,2,1,1,1,2026,1297758
84,Kicukiro,2001,4,0,1,1,2024,559229
255,Gisozi,2019,6,1,0,1,2022,584311
255,Kimironko,2013,5,0,0,1,2026,1189083
304,Remera,2024,3,1,1,1,2023,859174
141,Kacyiru,2011,3,1,1,0,2022,473270
364,Kicukiro,2022,2,0,1,1,2024,837506
242,Kiyovu,2018,6,1,1,1,2021,1094349
310,Kicukiro,2019,2,0,1,1,2026,952349
239,Kimihurura,2014,4,1,1,1,2022,1168237
54,Kicukiro,1999,2,0,1,1,2022,125203
97,Kimironko,2006,1,1,0,1,2025,552144
191,Gacuriro,2002,5,0,1,1,2023,1142978
314,Kicukiro,1996,3,1,1,1,2025,954867
69,Nyarutarama,2000,2,1,1,1,2022,702388
322,Kimironko,2010,4,1,1,1,2021,909969
109,Kanombe,2016,3,0,1,1,2022,350802
385,Gisozi,2012,3,1,1,1,2024,1026710
257,Kimihurura,2013,6,0,1,1,2021,1072424
386,Remera,2002,1,0,0,1,2022,788028
306,Nyarutarama,2013,2,0,1,1,2023,1616006
394,Kacyiru,2014,5,1,1,0,2025,1467580
179,Kimironko,1998,5,1,1,1,2023,800591
61,Gacuriro,2015,3,0,1,1,2024,782176
260,Kiyovu,2005,6,1,1,1,2026,2210904
223,Kiyovu,2017,4,1,1,1,2025,1561004
112,Kiyovu,2019,6,1,1,1,2022,1115975
397,Gacuriro,1996,1,1,1,1,2025,1998969
113,Kanombe,1998,4,1,1,1,2021,313377
272,Kimironko,2020,2,0,1,1,2022,778242
323,Gisozi,2003,4,1,1,1,2025,1023309
89,Nyarutarama,2004,1,1,1,1,2024,773745
248,Kacyiru,2018,6,1,1,1,2021,1085657
381,Kimironko,1995,2,0,1,1,2023,992967
206,Kacyiru,2013,1,1,0,1,2022,543189
324,Kanombe,2009,2,1,0,1,2025,848030
279,Kanombe,2015,5,1,1,1,2022,602871
70,Gisozi,2007,1,1,0,1,2024,389904
217,Kacyiru,2005,3,0,0,1,2024,586235
363,Gisozi,2012,1,1,1,1,2026,1019838
294,Kicukiro,2018,3,1,1,1,2022,786853
68,Kimironko,2006,6,0,1,1,2023,420645
337,Gisozi,2015,5,0,1,1,2025,924076
200,Kiyovu,2021,3,1,1,0,2026,1478080
102,Kacyiru,2014,4,1,1,1,2022,694457
312,Kimironko,2007,3,1,1,1,2023,774532
105,Gacuriro,2009,3,1,1,0,2022,582075
358,Nyarutarama,2017,2,1,1,1,2021,1422893
171,Nyarutarama,2012,1,1,1,1,2025,1446453
313,Nyarutarama,1998,5,0,1,1,2023,1683449
192,Kanombe,2024,4,1,1,1,2025,644181
201,Kimironko,1999,3,1,1,1,2025,842025
97,Remera,1998,1,0,1,1,2021,248838
115,Remera,2010,4,0,1,1,2022,486844
205,Kiyovu,1999,3,0,1,1,2024,973671
393,Kiyovu,2019,5,1,1,1,2023,1798914
48,Kicukiro,2010,6,1,0,1,2025,707079
204,Kicukiro,2008,4,1,1,1,2022,639054
380,Nyarutarama,2018,3,0,1,1,2024,2115165
305,Remera,1998,5,1,1,1,2026,1662505
140,Nyarutarama,2003,4,1,1,1,2023,1191658
332,Remera,2016,1,1,1,0,2026,1346701
171,Remera,2008,6,1,1,1,2025,1227638
352,Kimihurura,1996,2,1,1,1,2024,1430090
107,Kicukiro,2014,5,1,1,1,2023,513913
347,Kacyiru,2002,5,1,0,1,2022,1002628
282,Gisozi,2005,4,1,1,1,2022,653356
338,Gacuriro,2014,5,1,1,1,2022,1530879
315,Gisozi,2017,5,1,1,1,2026,1249800
210,Nyarutarama,2001,2,0,1,1,2025,1287469
133,Gacuriro,1998,2,1,1,1,2026,1247923
243,Gacuriro,1995,4,1,1,1,2022,1278812
250,Kimihurura,2012,5,1,1,1,2021,1011904
298,Remera,2020,2,1,1,1,2025,1249836
115,Gisozi,2018,3,0,1,1,2025,562934
57,Kimironko,2009,3,1,1,1,2023,430778
233,Remera,1999,6,0,1,1,2022,1162133
215,Gisozi,2019,6,1,0,1,2024,663609
255,Nyarutarama,2009,3,1,1,1,2021,1043357
61,Kiyovu,2018,1,1,1,1,2021,407438
237,Kanombe,2013,6,0,1,1,2023,631612
170,Gacuriro,2003,5,1,1,1,2021,972109
232,Nyarutarama,2008,1,0,1,1,2023,1132920
84,Kimihurura,1995,6,1,1,1,2026,1238242
348,Gacuriro,2001,1,1,0,1,2024,1363315
89,Kacyiru,2021,4,1,1,1,2021,510317
283,Kanombe,2005,2,1,0,1,2026,819376
76,Kanombe,2016,4,1,1,1,2022,406418
219,Nyarutarama,2018,4,1,1,1,2025,1795809
173,Kimihurura,2013,4,0,1,1,2022,764894
343,Kicukiro,2021,4,1,1,1,2021,688894
206,Kanombe,1998,3,0,1,0,2025,621508
230,Kiyovu,2015,6,1,1,1,2023,1445096
240,Kanombe,1996,1,1,1,1,2021,551397
134,Gacuriro,2012,3,1,1,1,2022,920674
395,Gisozi,2010,3,1,1,1,2022,694765
147,Nyarutarama,2005,2,1,1,1,2024,1297224
63,Kiyovu,2014,6,1,1,1,2025,1493347
341,Kicukiro,2004,2,1,1,1,2026,1024547
238,Gisozi,2010,4,0,1,1,2021,450124
124,Kicukiro,2007,1,0,0,1,2023,331310
242,Gacuriro,2005,6,0,1,1,2023,1390613
307,Gisozi,2013,4,1,1,1,2026,1040811
261,Nyarutarama,2011,1,1,1,1,2022,1234218
261,Gacuriro,1995,5,1,1,1,2023,1523269
270,Gisozi,2002,2,1,1,0,2025,695162
153,Kimironko,2016,5,0,1,1,2022,612439
375,Gisozi,1996,4,1,0,1,2025,794151
131,Kimihurura,2000,4,0,1,1,2025,1064662
53,Kicukiro,2005,6,1,0,1,2023,384546
271,Kiyovu,1998,3,0,1,1,2021,952909
331,Kiyovu,1996,1,1,1,1,2023,1256930
117,Gacuriro,2014,2,0,0,0,2026,808739
224,Kanombe,2018,3,1,1,1,2024,651013
300,Gacuriro,2013,2,1,1,1,2024,1519674
351,Gisozi,2008,6,1,1,1,2025,1197983
333,Gacuriro,2000,2,1,1,1,2024,1658343
82,Kanombe,2009,3,1,1,1,2025,524071
72,Nyarutarama,2018,5,1,1,1,2024,1181566
64,Kimironko,2010,1,1,1,1,2023,464613
171,Kacyiru,2012,5,0,1,1,2022,661545
385,Kiyovu,2009,5,1,1,1,2022,1779698
337,Kimironko,2016,2,1,1,1,2024,1106815
377,Kacyiru,2015,3,1,1,1,2023,1125910
291,Remera,2012,6,1,1,1,2026,1805566
265,Kanombe,1999,1,0,1,1,2021,413476
334,Kacyiru,2010,4,0,0,1,2022,792477
279,Kimihurura,2006,1,1,1,1,2025,1270268
144,Nyarutarama,2010,3,1,1,1,2021,911710
282,Remera,1995,5,1,1,1,2025,1465388
277,Gacuriro,2022,5,0,1,1,2025,1985522
192,Kimihurura,2005,2,1,1,0,2023,666433
35,Remera,1997,5,1,0,1,2025,580042
267,Gisozi,2001,3,1,1,1,2023,573880
264,Kiyovu,2003,2,1,1,0,2021,994409
194,Kicukiro,2005,5,1,0,1,2026,1016665
308,Gisozi,2006,1,1,1,1,2024,743387
298,Kicukiro,2003,2,1,1,1,2026,1070726
314,Remera,2015,6,1,1,1,2024,1585092
44,Gisozi,2012,2,0,1,1,2024,378615
107,Kimironko,2013,6,0,1,1,2026,927919
215,Remera,2010,5,1,1,1,2023,890813
301,Kacyiru,2000,6,1,1,1,2026,1526910
348,Gacuriro,2016,3,1,1,1,2022,1456576
309,Gacuriro,2000,1,0,1,1,2023,1093179
73,Kimironko,2000,1,1,1,1,2026,540453
91,Gacuriro,2020,1,0,1,1,2025,918053
344,Remera,2017,5,1,1,1,2026,1755294
334,Gacuriro,2011,2,0,1,0,2025,1408280
255,Kimihurura,2009,6,1,1,1,2026,1918440
199,Kimihurura,2018,2,0,1,1,2026,1088351
388,Kimironko,2006,6,0,1,0,2025,1189596
268,Gacuriro,1998,1,1,0,1,2025,1307754
304,Nyarutarama,2015,6,1,1,0,2025,2379113
333,Nyarutarama,1998,5,1,1,1,2025,2423479
134,Gacuriro,2002,1,1,1,1,2026,1024285
207,Nyarutarama,2017,6,0,1,1,2021,1019770
292,Kimironko,1995,6,1,1,1,2023,997457
63,Kiyovu,2008,5,1,1,1,2026,1428466
277,Kimihurura,2024,5,0,1,1,2021,1013217
352,Kimironko,1997,6,0,1,1,2026,1334140
243,Remera,2016,6,1,1,1,2023,1202531
137,Gisozi,2024,2,1,1,1,2021,304984
393,Kimironko,2013,6,1,1,1,2021,923475
231,Kimironko,2024,6,1,1,1,2026,1355370
305,Gacuriro,2005,1,0,1,0,2022,1075084
105,Kanombe,2016,4,0,1,1,2024,397435
99,Gacuriro,2015,4,0,0,1,2024,858353
341,Gacuriro,2023,6,0,1,1,2022,1635498
218,Kimironko,2020,6,0,1,1,2022,801082
177,Kicukiro,2020,3,1,1,1,2021,421648
311,Kacyiru,2012,3,1,0,1,2021,953909
351,Gisozi,2000,3,1,1,1,2025,1062557
67,Kimihurura,2019,2,1,1,1,2021,348863
219,Kacyiru,2019,6,1,1,1,2023,1138120
30,Nyarutarama,2019,1,1,1,1,2021,530788
150,Kicukiro,1997,4,0,1,1,2021,357843
386,Gacuriro,2001,4,1,1,1,2022,1561103
228,Kimironko,1998,6,0,1,1,2024,1015390
235,Remera,2010,1,1,1,1,2023,767216
234,Kicukiro,2010,5,1,1,0,2021,486283
201,Kicukiro,2003,6,1,1,1,2022,544940
271,Kanombe,2011,5,0,1,1,2025,974054
273,Nyarutarama,1999,5,1,1,1,2026,2218279
316,Kicukiro,2010,2,0,1,1,2025,853978
41,Kiyovu,2020,4,1,1,1,2023,851382
355,Nyarutarama,2014,2,1,1,1,2021,1432822
301,Kimironko,2023,3,1,1,1,2025,1107655
134,Kimironko,2009,5,1,1,1,2025,844619
328,Remera,2006,4,1,1,1,2022,1109935
375,Gacuriro,1999,1,1,0,1,2021,1167443
216,Remera,2018,1,1,1,1,2024,784500
245,Kicukiro,2008,2,1,1,1,2024,745084
131,Gisozi,2005,2,1,1,1,2025,523573
92,Gisozi,2005,4,1,1,1,2022,439597
328,Kanombe,2005,2,1,1,0,2022,583336
39,Gacuriro,2016,6,1,1,0,2022,803639
131,Gacuriro,2013,4,1,1,1,2024,1176467
350,Kanombe,2020,2,1,1,0,2024,662326
249,Kiyovu,2006,2,0,0,1,2026,1370162
60,Kanombe,2008,4,1,1,1,2023,439092
53,Nyarutarama,2002,4,1,0,1,2026,935141
388,Gacuriro,2021,4,0,1,1,2023,1518735
76,Kiyovu,2008,5,0,1,0,2026,900668
99,Kimihurura,2002,4,0,0,1,2022,514905
59,Kacyiru,2018,1,1,1,1,2022,371696
209,Kacyiru,2003,4,1,1,1,2021,498174
340,Kiyovu,2021,5,0,0,1,2022,1431001
51,Kimironko,2009,5,0,1,1,2025,460788
106,Kacyiru,2012,2,0,1,1,2022,469156
255,Remera,1995,4,1,1,1,2022,863138
304,Nyarutarama,2005,5,1,1,1,2025,2097778
210,Kicukiro,2000,3,0,1,1,2023,624217
293,Kimihurura,2023,3,1,1,1,2022,1344179
60,Gacuriro,2001,2,1,0,1,2025,829020
120,Nyarutarama,2015,6,1,1,1,2024,1691742
140,Gacuriro,2013,3,1,1,1,2022,834301
209,Kimihurura,2007,1,1,1,1,2024,1058435
373,Nyarutarama,2015,5,1,1,1,2023,2102310
362,Kiyovu,1997,2,1,1,1,2021,1047010
217,Kanombe,1999,5,1,1,0,2022,542724
273,Kimihurura,2024,1,1,1,1,2024,1133699
150,Remera,2022,6,0,1,0,2023,884313
394,Kacyiru,2005,6,0,1,0,2024,1199755
82,Kicukiro,2010,5,0,1,1,2026,941610
253,Remera,2005,5,1,1,1,2024,1213501
334,Kiyovu,1996,4,0,0,1,2024,1508657
209,Kanombe,2012,3,0,1,1,2021,422705
155,Remera,2013,6,0,1,1,2025,1246263
172,Gacuriro,2001,4,0,1,1,2026,1445401
369,Kimironko,1997,5,1,1,1,2025,1267994
264,Kacyiru,2001,5,0,0,0,2022,734496
204,Kacyiru,2020,3,1,1,1,2023,940173
276,Kanombe,1996,3,0,1,1,2024,428499
347,Kicukiro,2014,2,1,0,1,2021,571223
343,Kicukiro,2018,5,1,1,0,2021,861389
107,Kiyovu,2008,1,1,1,1,2026,962933
189,Nyarutarama,2007,4,1,1,0,2022,1016016
40,Gisozi,2017,5,1,1,1,2021,274912
328,Kimironko,2018,6,1,1,1,2026,1584928
99,Remera,2023,6,1,1,1,2021,715093
65,Kimihurura,2020,2,1,1,1,2025,799938
64,Kicukiro,1995,1,1,0,1,2022,108230
85,Kicukiro,2007,4,1,1,1,2024,617612
190,Gisozi,1997,1,1,1,0,2025,443623
170,Remera,2016,6,1,1,1,2022,939724
211,Gisozi,2011,1,1,1,1,2025,653273
64,Kimironko,1996,4,1,1,1,2026,862698
328,Kiyovu,1998,4,1,1,1,2023,1524962
294,Kacyiru,2024,3,0,1,1,2025,1004613
258,Kanombe,2014,3,1,1,1,2021,323999
95,Kacyiru,2007,5,1,1,1,2026,943614
188,Gisozi,2006,5,0,0,1,2022,430731
110,Kicukiro,1998,6,1,1,1,2026,827382
117,Nyarutarama,2016,5,1,1,1,2023,1205548
375,Kimihurura,2003,3,1,0,1,2021,976756
121,Kicukiro,2004,3,0,1,0,2024,247815
40,Gacuriro,2011,4,0,0,1,2021,408420
196,Gacuriro,2019,5,1,1,0,2023,1213987
253,Kimihurura,2008,5,1,1,1,2022,1169003
214,Kicukiro,2004,4,1,1,1,2024,713878
58,Gacuriro,2013,1,1,1,1,2022,500964
329,Kimironko,2009,2,1,0,1,2022,636496
164,Gisozi,2005,5,1,1,1,2024,767658
35,Remera,1999,2,1,0,0,2023,341403
180,Kimihurura,2023,3,1,1,1,2024,1035082
260,Kicukiro,2001,3,1,0,0,2024,709051
54,Nyarutarama,2007,2,1,1,1,2021,551599
191,Remera,2002,4,1,1,1,2026,1159962
72,Kanombe,2010,4,1,1,0,2026,531506
399,Gisozi,2012,3,1,1,1,2026,1298891
285,Kanombe,2001,5,1,1,1,2023,687900
183,Nyarutarama,2016,1,0,1,1,2023,846746
60,Remera,1995,4,0,0,0,2022,271416
279,Nyarutarama,2007,4,1,1,1,2024,1904894
333,Remera,2017,1,1,1,1,2023,948930
83,Gisozi,2004,5,0,1,1,2021,399065
266,Kacyiru,2017,1,1,0,1,2026,1072860
337,Remera,2024,3,1,0,1,2026,1462115
396,Gacuriro,2014,4,1,1,1,2022,1795520
267,Kimironko,1997,3,1,1,1,2025,1011196
283,Remera,2007,6,1,1,1,2023,1250640
221,Remera,2000,4,0,1,0,2026,1220972
238,Kimihurura,2020,4,1,1,1,2024,1304251
324,Kanombe,2007,3,1,1,1,2021,398461
167,Kicukiro,2003,3,0,1,0,2022,381865
306,Kicukiro,2022,3,0,0,1,2023,766277
159,Kacyiru,2019,3,1,0,1,2024,826997
129,Remera,2023,5,0,0,1,2026,938493
67,Remera,2006,1,1,1,1,2021,278220
79,Kacyiru,2005,4,1,1,0,2024,464327
124,Kicukiro,2023,3,1,1,1,2026,767213
211,Kimihurura,2007,5,1,0,1,2022,982463
308,Gisozi,2003,1,1,1,1,2025,744541
339,Gisozi,2007,6,1,0,1,2025,1277233
102,Kicukiro,1998,1,0,1,1,2024,403491
36,Kimihurura,2018,3,0,1,1,2026,837412
320,Gisozi,2004,4,1,1,1,2025,971409
167,Kanombe,1997,2,1,0,1,2025,568721
42,Remera,1998,2,1,0,1,2021,451692
341,Gisozi,2002,4,1,1,1,2023,738015
206,Gacuriro,2014,3,0,1,0,2026,1280578
189,Kimironko,2006,3,0,1,1,2024,764852
240,Kacyiru,2024,4,1,1,1,2026,1450091
314,Kanombe,2016,5,1,1,1,2022,591575
202,Remera,1998,5,1,0,1,2026,1269491
228,Kanombe,2017,6,1,0,1,2025,845238
109,Kimihurura,2020,4,1,1,1,2024,1097905
296,Nyarutarama,2013,2,1,1,1,2024,1653856
74,Gisozi,1997,3,0,1,1,2023,240438
202,Kiyovu,2021,6,1,1,0,2023,1395871
154,Gisozi,2009,3,1,1,1,2021,506546
268,Kicukiro,2013,5,0,1,0,2022,820101
345,Gacuriro,2020,3,0,1,1,2026,2041708
325,Kicukiro,2021,4,0,0,1,2023,832485
213,Kiyovu,1997,5,0,1,1,2026,1625524
244,Kicukiro,2023,1,1,1,1,2025,770469
266,Gacuriro,1995,1,0,1,1,2026,1435005
114,Kanombe,2015,2,0,1,1,2025,406487
142,Gacuriro,2023,6,1,1,1,2022,1181273
305,Kicukiro,2000,6,1,1,1,2022,732962
143,Kimihurura,2008,1,1,1,0,2022,526480
179,Kicukiro,2015,3,1,0,1,2022,442851
115,Kimironko,2007,1,1,1,1,2022,538258
137,Gacuriro,2001,3,0,1,1,2024,880828
57,Gacuriro,1999,4,1,1,1,2023,892836
349,Kacyiru,2011,5,0,1,1,2021,604040
65,Kanombe,2017,5,1,0,1,2021,384023
60,Remera,2020,5,1,0,1,2025,762786
378,Kimihurura,2008,1,1,0,1,2025,1692871
37,Gisozi,2008,6,1,0,1,2024,492537
383,Gacuriro,2008,1,0,1,1,2025,1670404
197,Kimironko,2017,6,1,1,1,2021,959839
38,Kicukiro,2000,1,1,1,1,2022,242533
